Subject,Category Check Item,New Category,English,Category Check Items,Criteria,DRI,ISO條文,VDA條文,Type
Environment,A2227,GP,GP,GP,"Establish usage procedures for long-term stock, and separate/labeling G/N-G long-term stock area.
是否建立長期庫存的管理, 並清楚區分且標示Green & Non-green 長期庫存區",LAB,Q 8.5.3,,A22
Environment,A2228,GP,GP,GP,"Scrap area need separate and labeling Green/Non-green.
報廢品放置區是否有Green/Non-green區分且標示",LAB,Q 8.5.3,,A22
Environment,A2229,GP,GP,GP,"When separate material, only allow one material lot on working table at the same time.
分料或拆料時必須一次處理單一批產品",LAB,Q 8.5.3,,A22
Environment,A2230,GP,GP,GP,"DSC Storage area need separate and label Non-green.
Non-green產品庫區是否區分且標示",LAB,Q 8.5.3,,A22
Environment,A2231,GP,GP,GP,"Need have GP comply label on products which based on customer request.
產品上是否依客戶要求有GP相關符合性標籤",LAB,Q 8.5.2,,A22
Environment,A2232,GP,GP,GP,"Before operating, need confirm material GP information of material packing meet system GP information data.
作業前須確認材料包裝上的資料與系統符合",LAB,Q 8.5.2,,A22
Environment,A2301,"Safety
安全",Safety,Safety,"SDS documentation shall be placed on the spot regulatively.
現場SDS文件需 依相關規定擺放於現場。",MFG,ISO 8.5.2,,A23
Environment,A2302,"Safety
安全",Safety,Safety,"Chemicals shall be labelled and with chemical? industrial safety label. EX:O/G.FVI.
化學物品需清楚標示名稱及貼示化學工安標籤。",MFG,IATF 8.5.4.1,,A23
Environment,A2303,"Safety
安全",Safety,Safety,"Toxic chemicals shall be contained. (Ex: Place on leakproof tank.)
有毒化學物品需有依規定擺放(EX:擺放於防洩槽上)。",MFG,IATF 7.1.3.1,,A23
Environment,A2304,"Safety
安全",Safety,Safety,"Check for the presence of safety devices. (Ex: Safety eyeglasses/gas mask/safety helmet/protection clothes/safety gloves, and etc.)
現場是否有依規定擺放防護器具(眼鏡/防毒面具/安全帽/圍袑(防護衣)/手套等等...)。",MFG,IATF 7.1.3.1,,A23
Environment,A2305,"Safety
安全",Safety,Safety,"Liquid chemical containers shall not leak.?
液態化學物品不可有外溢。",MFG,IATF 7.1.3.1,,A23
Environment,A2306,"Safety
安全",Safety,Safety,"Shall follow the operation instructions executing monitor records.
須依作業指示執行監控記錄。",MFG,IATF 7.1.3.1,,A23
Environment,A2307,"Safety
安全",Safety,Safety,"Shall not have any water stain or chemicals.
地面不可有水漬或化學藥劑。",MFG,IATF 7.1.3.1,,A23
Environment,A2308,"Safety
安全",Safety,Safety,"Shall not have breakage, shabbiness or unevenness on ESD conductive floors, and ceillings.
地面之導電地皮及天花板不可有損毀,破洞或趐起/不平。",MFG,IATF 7.1.3.1,,A23
Other,A2401,"Security
安全產品",Security,"Security
(For B2,B2B,B9,T2-K7 13F only)","All operators must use their own Note ID/AD account to login to the related system/computer/equipment.
作業員在操作任一機台與登錄任一電腦時，必須使用個人帳號(工號/AD帳號)進行登錄。",MFG,ISO 7.1.3,,A24
Other,A2402,"Security
安全產品",Security,"Security
(For B2,B2B,B9,T2-K7 13F only)","All dedicated security ties and seal labels should be stored in a locked cabinet.
安全產品專用之束帶、封存貼紙，應存放在上鎖儲存櫃中。",MFG,IATF 8.5.1.3,,A24
Other,A2403,"Security
安全產品",Security,"Security
(For B2,B2B,B9,T2-K7 13F only)","All dedicated security ties and seal labels should be applied in consecutive number and recorded all applications.
安全產品專用之束帶、封存貼紙，須連號取用及有領用紀錄。",MFG,ISO 7.1.3,,A24
Other,A2404,"Security
安全產品",Security,"Security
(For B2,B2B,B9,T2-K7 13F only)","Regarding to all dedicated security ties and seal labels , A and B shift MFG leaders should hand over , confirm and record all endorsement quantity per shift.
安全產品專用之束帶、封存貼紙需由每班幹部進行交接，A &B班製造部幹部需進行數量確認並填寫交接紀錄表。",MFG,IATF 8.5.1.3,,A24
Other,A2405,"Security
安全產品",Security,"Security
(For B2,B2B,B9,T2-K7 13F only)","Regarding to the controlled key, relative person/substitute should responsibility for the key safekeeping. It is forbidden to let unauthorized person to take it easily. (e.g. warehouse/ plant area / storage cabinet / equipment and other special controlled area... )
針對管制的鑰匙，需由相關人員或代理人妥善保管，禁止他人易於取得。(例如:庫房/廠區/儲存櫃/設備或其他特殊管制區域等等...)",MFG,IATF 7.1.3.1,,A24
Other,A2406,"Security
安全產品",Security,"Security
(For B2,B2B only)","This item is only for B2, B2B areas: The mask storage box of security product should be identified in label and stored in a locked cabinet.
此項僅針對B2、B2B廠區：安全產品之光罩儲存盒須標示且存放於上鎖的光罩架。",MFG,ISO 7.1.3,,A24
Other,A2407,"Security
安全產品",Security,"Security
(For B2,B2B,B9,T2-K7 13F only)","All handling-security-product operators should pass the security certification.
安全產品之作業人員須通過資格卡認證。",MFG,IATF 7.2.2,,A24
Other,A2408,"Security
安全產品",Security,"Security
(For B2,B2B,B9,T2-K7 13F only)","The storage box of security broken wafer should be labeled with seal which must not be in broken condition , and must be marked with two ASE employee's signature & seal date.This storage box of security broken wafer should be stored in locked? cabinet.
安全產品破片儲存盒應貼上封存貼紙，封存貼紙不可破損，需有 2 名ASE員工簽名及填寫封存日期，存放須放置於上鎖管制櫃中。",MFG,ISO 7.1.3,,A24
Other,A2409,"Security
安全產品",Security,"Security
(For B9 de-frame only)","This item is only for de-frame stage in B9 line.
1. The same schedule of security product should be consolidated with the following data/ information/ object -? reject dies, Engineering test dies, ink wafer dies and wafer map
2. Reject dies and Engineering test dies should be put in a zipper bag with unbroken seal which must be recorded the quantity , two ASE employee's signature and seal date. It is forbidden to use a broken seal on a zipper bag.
此項僅針對B9廠區下框站：1. 同一批schedule的安全產品需要有Reject Die、實驗dies與Ink wafer die、MAP圖；2. Reject Die、實驗dies 需以夾鏈袋封存並貼上封存貼紙，封存貼紙需有數量紀錄、2名ASE員工簽名",MFG,ISO 7.1.3,,A24
Other,A2410,"Security
安全產品",Security,"Security
(For B9 PnP only)","This item is only for PnP stage in B9 line: The quantity of reject dies and Engineering test dies should be? recorded.
此項僅針對B9廠區PnP站：Reject Die、實驗dies 需有數量清點紀錄。",MFG,ISO 7.1.3,,A24
Other,A2411,"Security
安全產品",Security,"Security
(For B2,B2B,B9,T2-K7 13F only)","The travel card of security product should be printed with ""Soteria"" mark.
安全產品路單上須顯示Soteria字樣。",MFG,ISO 7.1.3,,A24
Other,A2501,ULA,ULA,ULA,"ULA dedicated line action- In-Line-Stock?
ULA專線Action -In-Line-Stock (線邊倉)
(Working Table/Vacuum Pen/ Refrigerator/ Operator SOP)
(工作桌/ 真空吸筆/ 冰箱/ 作業SOP)",PE,IATF 8.5.1.2,,A25
Other,A2502,ULA,ULA,ULA,"ULA dedicated line action- Wafer Storage
ULA專線Action - Wafer Storage (晶片存放)
(N2 Cabinet) (氮氣櫃)",PE,ISO 8.5.4,,A25
Other,A2503,ULA,ULA,ULA,"ULA dedicated line action- Substrate Arrangement
ULA專線Action - Substrate Arrangement (基板擺放)
(Machine/Working Table/Tray/Label/Magazine/Carrier Boat/
Operator SOP)
(機台/ 工作桌/ Tray盤/ 標籤/ 料盒/ 乘載盤/作業SOP)",PE,IATF 8.5.1.2,,A25
Other,A2504,ULA,ULA,ULA,"ULA dedicated line action- Substrate Baking
ULA專線Action - Substrate Baking (基板烘烤)
(Machine/Magazine/Tray/Operator SOP)
(機台/ 料盒/ Tray盤/ 作業SOP)",PE,IATF 8.5.1.2,,A25
Other,A2505,ULA,ULA,ULA,"ULA dedicated line action- Solder Paste Printing
ULA專線Action - Solder Paste Printing (錫膏印刷)
(Solder Paste Storage & Thawing/Machine/Tooling/Operator SOP)
(錫膏儲放& 回溫區/ 機台/ 治具/ 作業SOP)",PE,IATF 8.5.1.2,,A25
Other,A2506,ULA,ULA,ULA,"ULA dedicated line action- Capacitor Mount
ULA專線Action - Capacitor Mount (上電容電阻)
(Machine/Nozzle/Operator SOP)
(機台/ 吸嘴/ 作業SOP)",PE,IATF 8.5.1.2,,A25
Other,A2507,ULA,ULA,ULA,"ULA dedicated line action- Flipchip Bond
ULA專線Action - Flipchip Bond
(Machine/Nozzle/Flux Plate/Operator SOP)
(機台/ 吸嘴/ Flux平台/ 作業SOP)",PE,IATF 8.5.1.2,,A25
Other,A2508,ULA,ULA,ULA,"ULA dedicated line action- Flipchip Bond
ULA專線Action - Flipchip Reflow
(Machine/Nozzle/Flux Plate/Operator SOP)
(機台/ 吸嘴/ Flux平台/ 作業SOP)",PE,IATF 8.5.1.2,,A25
Other,A2509,ULA,ULA,ULA,"ULA dedicated line action- Pre-UF Bake
ULA專線Action - Pre-UF Bake
(Machine/Operator SOP)
(機台/ 作業SOP)",PE,IATF 8.5.1.2,,A25
Other,A2510,ULA,ULA,ULA,"ULA dedicated Line Action- Plasma
ULA專線Action - Plasma
(Machine/Operator SOP)
(機台/ 作業SOP)",PE,IATF 8.5.1.2,,A25
Other,A2511,ULA,ULA,ULA,"ULA dedicated Line Action- UF
ULA專線Action - UF
(Machine/Tooling/Operator SOP)
(機台/ 治具/ 作業SOP)",PE,IATF 8.5.1.2,,A25
Other,A2512,ULA,ULA,ULA,"ULA dedicated line action- UF Cure
ULA專線Action - UF Cure
(Machine/Operator SOP)
(機台/ 作業SOP)",PE,IATF 8.5.1.2,,A25
Other,A2513,ULA,ULA,ULA,"ULA dedicated line action- PM
ULA 專線Action- 保養
(PM Tooling/ PM Record/ Label/ PM SOP)
(PM工具/ PM記錄/ 標籤/ PM SOP)",PE,IATF 8.5.1.2,,A25
Other,A2514,ULA,ULA,ULA,"ULA dedicated Line Action- Documentation
ULA專線Action - Documentation
(Traveller/Working Instruction/Monitor Sheet)
(路單/ 工作指導書/ 記錄表單)",PE,IATF 8.5.1.2,,A25
Machine,A2601,"Automotive machine management
車用機台管理",Automotive Machine Management,"Machine identification
機台識別","Automotive / functional safety/ cybersecurity machine is identified by automotive label.
車用/ 功能安全/ 網宇安全機台上貼有車用專機標籤。",EE,IATF 8.5.1.5,,A26
Machine,A2602,"Automotive machine management
車用機台管理",Automotive Machine Management,"Machine control
機台管控","Automotive / functional safety/ cybersecurity machine is control by MES system, only automotive machine can product automotive / functional safety/ cybersecurity product.
車用/ 功能安全/ 網宇安全專機有用系統管控，只有車用專機能生產車用/ 功能安全/ 網宇安全產品。",EE,IATF 8.5.1.5,,A26
Machine,A2603,"Automotive machine management
車用機台管理",Automotive Machine Management,"Machine performance
機台等級","Automotive / functional safety/ cybersecurity machine performance is periodically reviewed and remove from automotive machine list once violate the equipment performance level definition.
定期審查車用/ 功能安全/ 網宇安全專機的等級，一旦違反車用專機標準，就要從專機清單中移除。",EE,IATF 8.5.1.5,,A26
Machine,A2604,"Automotive machine management
車用機台管理",Automotive Machine Management,"Machine performance
機台等級","Automotive / functional safety/ cybersecurity machine performance is reviewed yearly.
針對車用/ 功能安全/ 網宇安全專機能力，有執行年度複審。",EE,IATF 8.5.1.5,,A26
Machine,A2605,"Automotive machine management
車用機台管理",Automotive Machine Management,"e-APC function
先期製程管控功能","Automotive machine has e-APC function to auto trigger e-OCAP once out of trigger criteria.
車用機台有先期製程管控功能，一旦違反規則先期指標的觸發條件，就會自動觸發e-OCAP.",EE,IATF 8.5.1.5,,A26
